ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,LL_Code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
maya1281,Maya Samo,Africa,13.1811,-2.72732,maya1281,sym,sym,mand1469/east2697/bisa1265/samo1302/mand1437,mand1469,Mande,maya1281,Maya Samo,language,not endangered
toma1246,Toma (Eastern Mande),Africa,,,toma1246,,,mand1469/east2697/bisa1265/samo1302/mand1437/sout2844,mand1469,Mande,sout2844,Southern Samo,dialect,
gomb1251,Gomboro,Africa,,,gomb1251,,sym-gom,mand1469/east2697/bisa1265/samo1302/mand1437/maya1281,mand1469,Mande,maya1281,Maya Samo,dialect,
boun1244,Bounou,Africa,,,boun1244,,sym-bou,mand1469/east2697/bisa1265/samo1302/mand1437/maya1281,mand1469,Mande,maya1281,Maya Samo,dialect,
bang1362,Bangassogo,Africa,,,bang1362,,sym-ban,mand1469/east2697/bisa1265/samo1302/mand1437/maya1281,mand1469,Mande,maya1281,Maya Samo,dialect,
kiem1238,Kiembara,Africa,,,kiem1238,,sym-kie,mand1469/east2697/bisa1265/samo1302/mand1437/maya1281,mand1469,Mande,maya1281,Maya Samo,dialect,
kyen1241,Kyenga-Shanga,,,,kyen1241,,,mand1469/east2697/bisa1265/samo1302/busa1252,mand1469,Mande,,,family,
boko1265,Boko-Busa,,,,boko1265,,,mand1469/east2697/bisa1265/samo1302/busa1252,mand1469,Mande,,,family,
shan1282,Shanga,Africa,11.2752,4.41464,shan1282,sho,sho,mand1469/east2697/bisa1265/samo1302/busa1252/kyen1241,mand1469,Mande,shan1282,Shanga,language,shifting
kyen1242,Kyenga,Africa,11.5953,3.58651,kyen1242,tye,tye,mand1469/east2697/bisa1265/samo1302/busa1252/kyen1241,mand1469,Mande,kyen1242,Kyenga,language,threatened
busa1253,Busa,Africa,9.91074,4.39929,busa1253,bqp,bqp;busa,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265,mand1469,Mande,busa1253,Busa,language,not endangered
boko1267,Bokobaru,Africa,9.52724,3.80058,boko1267,bus,bus,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265,mand1469,Mande,boko1267,Bokobaru,language,not endangered
boko1266,Boko (Benin),Africa,10.5189,3.71771,boko1266,bqc,bqc,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265,mand1469,Mande,boko1266,Boko (Benin),language,not endangered
newb1246,New Busa,Africa,,,newb1246,,bqp-new,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/busa1253,mand1469,Mande,busa1253,Busa,dialect,
illo1238,Illo,Africa,,,illo1238,,bqp-ill,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/busa1253,mand1469,Mande,busa1253,Busa,dialect,
wawa1248,Wawa (Nigeria),Africa,,,wawa1248,,,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/busa1253,mand1469,Mande,busa1253,Busa,dialect,
kaia1244,Kaiama,Africa,,,kaia1244,,bus-kai,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/boko1267,mand1469,Mande,boko1267,Bokobaru,dialect,
vill1241,Village Bokobaru,Africa,,,vill1241,,bus-vil,mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/boko1267,mand1469,Mande,boko1267,Bokobaru,dialect,
nwab1239,Nwa-Ben,,,,nwab1239,,,mand1469/east2697/sout3140,mand1469,Mande,,,family,
guro1245,Mano-Dan,,,,guro1245,,,mand1469/east2697/sout3140,mand1469,Mande,,,family,
beng1285,Ben-Gban,,,,beng1285,,bngb,mand1469/east2697/sout3140/nwab1239,mand1469,Mande,,,family,
unun9970,Unclassified Nwa-Ben,,,,unun9970,,,mand1469/east2697/sout3140/nwab1239,mand1469,Mande,,,family,
wanm1243,Wan-Mwan,,,,wanm1243,,wanm,mand1469/east2697/sout3140/nwab1239,mand1469,Mande,,,family,
beng1291,Bengic,,,,beng1291,,,mand1469/east2697/sout3140/nwab1239/beng1285,mand1469,Mande,,,family,
gagu1242,Gban,Africa,6.40859,-5.51851,gagu1242,ggu,ggu,mand1469/east2697/sout3140/nwab1239/beng1285,mand1469,Mande,gagu1242,Gban,language,not endangered
ngen1256,Ngen of Djonkro,Africa,7.76,-3.97,ngen1256,gnj,,mand1469/east2697/sout3140/nwab1239/beng1285/beng1291,mand1469,Mande,ngen1256,Ngen of Djonkro,language,threatened
beng1286,Beng,Africa,7.78122,-4.23539,beng1286,nhb,nhb,mand1469/east2697/sout3140/nwab1239/beng1285/beng1291,mand1469,Mande,beng1286,Beng,language,not endangered
bokw1238,Bokwa (Mande),Africa,,,bokw1238,,,mand1469/east2697/sout3140/nwab1239/beng1285/gagu1242,mand1469,Mande,gagu1242,Gban,dialect,
boka1250,Bokabo,Africa,,,boka1250,,ggu-bok,mand1469/east2697/sout3140/nwab1239/beng1285/gagu1242,mand1469,Mande,gagu1242,Gban,dialect,
tuka1245,Tuka,Africa,,,tuka1245,,ggu-tuk,mand1469/east2697/sout3140/nwab1239/beng1285/gagu1242,mand1469,Mande,gagu1242,Gban,dialect,
ndaa1238,N'da,Africa,,,ndaa1238,,ggu-nda,mand1469/east2697/sout3140/nwab1239/beng1285/gagu1242,mand1469,Mande,gagu1242,Gban,dialect,
gbin1239,Gbin,Africa,8.020857,-2.811213,gbin1239,xgb,,mand1469/east2697/sout3140/nwab1239/unun9970,mand1469,Mande,gbin1239,Gbin,language,extinct
wann1242,Wan,Africa,7.88773,-5.82092,wann1242,wan,hye-van;wan,mand1469/east2697/sout3140/nwab1239/wanm1243,mand1469,Mande,wann1242,Wan,language,not endangered
mwan1250,Mwan,Africa,7.87533,-5.94577,mwan1250,moa,moa,mand1469/east2697/sout3140/nwab1239/wanm1243,mand1469,Mande,mwan1250,Mwan,language,not endangered
kemu1238,Kemu,Africa,,,kemu1238,,wan-kem,mand1469/east2697/sout3140/nwab1239/wanm1243/wann1242,mand1469,Mande,wann1242,Wan,dialect,
miam1251,Miamu,Africa,,,miam1251,,wan-mia,mand1469/east2697/sout3140/nwab1239/wanm1243/wann1242,mand1469,Mande,wann1242,Wan,dialect,
guro1246,Guro-Dan,,,,guro1246,,,mand1469/east2697/sout3140/guro1245,mand1469,Mande,,,family,
mann1248,Mann,Africa,7.04616,-8.86405,mann1248,mev,mano;mev,mand1469/east2697/sout3140/guro1245,mand1469,Mande,mann1248,Mann,language,not endangered
guro1247,Guro-Yaoure,,,,guro1247,,gryo,mand1469/east2697/sout3140/guro1245/guro1246,mand1469,Mande,,,family,
dant1235,Dan-Toura,,,,dant1235,,,mand1469/east2697/sout3140/guro1245/guro1246,mand1469,Mande,,,family,
guro1248,Guro,Africa,7.34954,-6.31154,guro1248,goa,goa,mand1469/east2697/sout3140/guro1245/guro1246/guro1247,mand1469,Mande,guro1248,Guro,language,not endangered
yaou1238,Yaouré,Africa,6.95282,-5.57851,yaou1238,yre,yre,mand1469/east2697/sout3140/guro1245/guro1246/guro1247,mand1469,Mande,yaou1238,Yaouré,language,not endangered
bhoo1238,Bhoo,Africa,,,bhoo1238,,yre-bho,mand1469/east2697/sout3140/guro1245/guro1246/guro1247/yaou1238,mand1469,Mande,yaou1238,Yaouré,dialect,
yaan1242,Yaan,Africa,,,yaan1242,,yre-yaa;mos-yan,mand1469/east2697/sout3140/guro1245/guro1246/guro1247/yaou1238,mand1469,Mande,yaou1238,Yaouré,dialect,
taan1239,Taan,Africa,,,taan1239,,yre-taa,mand1469/east2697/sout3140/guro1245/guro1246/guro1247/yaou1238,mand1469,Mande,yaou1238,Yaouré,dialect,
yooo1238,Yoo,Africa,,,yooo1238,,yre-yoo,mand1469/east2697/sout3140/guro1245/guro1246/guro1247/yaou1238,mand1469,Mande,yaou1238,Yaouré,dialect,
klan1243,Klan,Africa,,,klan1243,,yre-kla,mand1469/east2697/sout3140/guro1245/guro1246/guro1247/yaou1238,mand1469,Mande,yaou1238,Yaouré,dialect,
dann1241,Dan,Africa,7.22812,-8.24535,dann1241,daf,daf,mand1469/east2697/sout3140/guro1245/guro1246/dant1235,mand1469,Mande,dann1241,Dan,language,not endangered
tour1245,Toura-Goo,,,,tour1245,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235,mand1469,Mande,,,family,
klad1234,Kla-Dan,Africa,,,klad1234,lda,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241,mand1469,Mande,dann1241,Dan,dialect,not endangered
nucl1770,Nuclear Dan,Africa,7.27,-8.15,nucl1770,dnj,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241,mand1469,Mande,dann1241,Dan,dialect,not endangered
east2794,Eastern Dan,Africa,,,east2794,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770,mand1469,Mande,dann1241,Dan,dialect,
west2877,Western Dan,Africa,,,west2877,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770,mand1469,Mande,dann1241,Dan,dialect,
slen1234,Sleng Dan,Africa,,,slen1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
yoon1234,Yoon Dan,Africa,,,yoon1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
gaan1244,Gaan Dan,Africa,,,gaan1244,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
kaad1239,Kaa Dan,Africa,,,kaad1239,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
gble1234,Gblee Dan,Africa,,,gble1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
teed1234,Tee Dan,Africa,,,teed1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
gwaa1240,Gwaan Dan,Africa,,,gwaa1240,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
gwee1242,Gweetaawu,Africa,,,gwee1242,,daf-gwe,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
gbap1234,Gbapen,Africa,,,gbap1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
blon1234,Blong Dan,Africa,,,blon1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
gama1259,Gama Dan,Africa,,,gama1259,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
biad1234,Bia Dan,Africa,,,biad1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
saan1247,Saan Dan,Africa,,,saan1247,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
yiid1234,Yii Dan,Africa,,,yiid1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/east2794,mand1469,Mande,dann1241,Dan,dialect,
lood1234,Loo Dan,Africa,,,lood1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
uppe1420,Upper Gio,Africa,,,uppe1420,,daf-upp,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
lowe1406,Lower Gio,Africa,,,lowe1406,,daf-low,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
vain1234,Vain Dan,Africa,,,vain1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
waod1234,Wao Dan,Africa,,,waod1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
rive1259,River Cess Gio,Africa,,,rive1259,,daf-riv,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
kada1293,Ka Dan,Africa,,,kada1293,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
yizu1234,Yizue,Africa,,,yizu1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
blow1238,Blowo,Africa,,,blow1238,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
dhoo1234,Dhoo Dan,Africa,,,dhoo1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
west2878,West Yacouba Dan,Africa,,,west2878,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241/nucl1770/west2877,mand1469,Mande,dann1241,Dan,dialect,
tour1242,Toura (Côte d'Ivoire),Africa,7.76747,-7.33105,tour1242,neb,neb,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),language,not endangered
gooa1234,Goo,Africa,7.580998,-7.562563,gooa1234,,,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245,mand1469,Mande,gooa1234,Goo,language,not endangered
waad1238,Wáádú,Africa,,,waad1238,,neb-waa,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),dialect,
yili1249,Yiligele,Africa,,,yili1249,,neb-yil,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),dialect,
naoo1238,Naò,Africa,,,naoo1238,,neb-nao,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),dialect,
gweo1238,Gwéò,Africa,,,gweo1238,,neb-gwe,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),dialect,
guse1238,Guse,Africa,,,guse1238,,neb-gus,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),dialect,
booo1257,Boo,Africa,,,booo1257,,neb-boo,mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242,mand1469,Mande,tour1242,Toura (Côte d'Ivoire),dialect,
sanf1267,San Francisco-Santa María Huave,,,,sanf1267,,,huav1256,huav1256,Huavean,,,family,
sand1283,San Dionisio-San Mateo Huave,,,,sand1283,,,huav1256,huav1256,Huavean,,,family,
sanf1258,San Francisco del Mar Huave,North America,16.2836,-94.5738,sanf1258,hue,hue,huav1256/sanf1267,huav1256,Huavean,sanf1258,San Francisco del Mar Huave,language,threatened
sant1422,Santa María del Mar Huave,North America,16.2167,-94.8159,sant1422,hvv,hvv,huav1256/sanf1267,huav1256,Huavean,sant1422,Santa María del Mar Huave,language,threatened
sanm1287,San Mateo del Mar Huave,North America,16.2129,-95.0077,sanm1287,huv,huv,huav1256/sand1283,huav1256,Huavean,sanm1287,San Mateo del Mar Huave,language,threatened
sand1278,San Dionisio del Mar Huave,North America,16.3514,-94.7001,sand1278,hve,hve,huav1256/sand1283,huav1256,Huavean,sand1278,San Dionisio del Mar Huave,language,threatened
agob1244,Agob-Ende-Kawam,Papunesia,-9.08521,142.532,agob1244,kit,kit,paho1240,paho1240,Pahoturi,agob1244,Agob-Ende-Kawam,language,not endangered
idii1243,Idi-Taeme,Papunesia,-8.75976,142.301,idii1243,idi,idi,paho1240,paho1240,Pahoturi,idii1243,Idi-Taeme,language,not endangered
agob1245,Agöb,Papunesia,,,agob1245,,kit-ago,paho1240/agob1244,paho1240,Pahoturi,agob1244,Agob-Ende-Kawam,dialect,
kawa1281,Kawam,Papunesia,,,kawa1281,,kit-kaw,paho1240/agob1244,paho1240,Pahoturi,agob1244,Agob-Ende-Kawam,dialect,
ende1235,Ende (Papua New Guinea),Papunesia,-8.957786,142.240799,ende1235,,,paho1240/agob1244,paho1240,Pahoturi,agob1244,Agob-Ende-Kawam,dialect,
nucl1597,Idi,Papunesia,,,nucl1597,,,paho1240/idii1243,paho1240,Pahoturi,idii1243,Idi-Taeme,dialect,
tame1238,Taeme,Papunesia,,,tame1238,,tuf;tnb;tnd;idi-tam;tbn,paho1240/idii1243,paho1240,Pahoturi,idii1243,Idi-Taeme,dialect,
huas1241,Huastecan Mayan,,,,huas1241,,huas,maya1287,maya1287,Mayan,,,family,
core1254,Core Mayan,,,,core1254,,,maya1287,maya1287,Mayan,,,family,
chic1271,Chicomuceltec,North America,15.6078,-91.2869,chic1271,cob,cob,maya1287/huas1241,maya1287,Mayan,chic1271,Chicomuceltec,language,extinct
huas1242,Huastec,North America,21.6153,-98.5028,huas1242,hus,hus,maya1287/huas1241,maya1287,Mayan,huas1242,Huastec,language,shifting
yuca1252,Yucatecan,,,,yuca1252,,yuca,maya1287/core1254,maya1287,Mayan,,,family,
west2865,Western Mayan,,,,west2865,,,maya1287/core1254,maya1287,Mayan,,,family,
quic1274,Quichean-Mamean,,,,quic1274,,,maya1287/core1254,maya1287,Mayan,,,family,
yuca1253,Yucatec-Lacandon,,,,yuca1253,,,maya1287/core1254/yuca1252,maya1287,Mayan,,,family,
mopa1242,Mopan-Itza,,,,mopa1242,,,maya1287/core1254/yuca1252,maya1287,Mayan,,,family,
yuca1254,Yucatec Maya,North America,18.7757,-88.9567,yuca1254,yua,yua,maya1287/core1254/yuca1252/yuca1253,maya1287,Mayan,yuca1254,Yucatec Maya,language,not endangered
laca1243,Lacandon,North America,17.02093,-91.42348,laca1243,lac,lac,maya1287/core1254/yuca1252/yuca1253,maya1287,Mayan,laca1243,Lacandon,language,shifting
naja1242,Najá,North America,,,naja1242,,,maya1287/core1254/yuca1252/yuca1253/laca1243,maya1287,Mayan,laca1243,Lacandon,dialect,
laca1244,Lacanjá,North America,,,laca1244,,,maya1287/core1254/yuca1252/yuca1253/laca1243,maya1287,Mayan,laca1243,Lacandon,dialect,
itza1241,Itzá,North America,17.0269,-89.8734,itza1241,itz,itz,maya1287/core1254/yuca1252/mopa1242,maya1287,Mayan,itza1241,Itzá,language,moribund
mopa1243,Mopán Maya,North America,16.3533,-89.0673,mopa1243,mop,mop,maya1287/core1254/yuca1252/mopa1242,maya1287,Mayan,mopa1243,Mopán Maya,language,threatened
chol1286,Cholan-Tzeltalan,,,,chol1286,,,maya1287/core1254/west2865,maya1287,Mayan,,,family,
kanj1261,Kanjobalan-Chujean,,,,kanj1261,,,maya1287/core1254/west2865,maya1287,Mayan,,,family,
chol1287,Cholan,,,,chol1287,,,maya1287/core1254/west2865/chol1286,maya1287,Mayan,,,family,
tzel1253,Tzeltalan,,,,tzel1253,,tzel,maya1287/core1254/west2865/chol1286,maya1287,Mayan,,,family,
epig1241,Epigraphic Mayan,North America,18.993121,-88.768865,epig1241,emy,,maya1287/core1254/west2865/chol1286/chol1287,maya1287,Mayan,epig1241,Epigraphic Mayan,language,extinct
chol1281,Chol-Chontal,,,,chol1281,,,maya1287/core1254/west2865/chol1286/chol1287,maya1287,Mayan,,,family,
chor1272,Chorti-Cholti,,,,chor1272,,,maya1287/core1254/west2865/chol1286/chol1287,maya1287,Mayan,,,family,
chol1282,Chol,North America,17.4897,-92.4698,chol1282,ctu,ctu,maya1287/core1254/west2865/chol1286/chol1287/chol1281,maya1287,Mayan,chol1282,Chol,language,not endangered
taba1266,Tabasco Chontal,North America,18.1713,-92.7367,taba1266,chf,chf,maya1287/core1254/west2865/chol1286/chol1287/chol1281,maya1287,Mayan,taba1266,Tabasco Chontal,language,threatened
mira1253,Miramar Chontal,North America,,,mira1253,,,maya1287/core1254/west2865/chol1286/chol1287/chol1281/taba1266,maya1287,Mayan,taba1266,Tabasco Chontal,dialect,
buen1245,Buena Vista Chontal,North America,,,buen1245,,,maya1287/core1254/west2865/chol1286/chol1287/chol1281/taba1266,maya1287,Mayan,taba1266,Tabasco Chontal,dialect,
tamu1247,Tamulté de las Sábanas Chontal,North America,,,tamu1247,,,maya1287/core1254/west2865/chol1286/chol1287/chol1281/taba1266,maya1287,Mayan,taba1266,Tabasco Chontal,dialect,
chor1273,Chortí,North America,14.818,-89.2363,chor1273,caa,caa,maya1287/core1254/west2865/chol1286/chol1287/chor1272,maya1287,Mayan,chor1273,Chortí,language,shifting
chol1283,Cholti,North America,15.5,-89.0,chol1283,,,maya1287/core1254/west2865/chol1286/chol1287/chor1272,maya1287,Mayan,chol1283,Cholti,language,extinct
tzot1259,Tzotzil,North America,16.6362,-92.7388,tzot1259,tzo,tzo,maya1287/core1254/west2865/chol1286/tzel1253,maya1287,Mayan,tzot1259,Tzotzil,language,not endangered
tzel1254,Tzeltal,North America,16.6384,-92.2786,tzel1254,tzh,tzh,maya1287/core1254/west2865/chol1286/tzel1253,maya1287,Mayan,tzel1254,Tzeltal,language,not endangered
tena1239,Tenango,North America,,,tena1239,,,maya1287/core1254/west2865/chol1286/tzel1253/tzel1254,maya1287,Mayan,tzel1254,Tzeltal,dialect,
chan1320,Chanal Cancuc,North America,,,chan1320,,,maya1287/core1254/west2865/chol1286/tzel1253/tzel1254,maya1287,Mayan,tzel1254,Tzeltal,dialect,
chuj1249,Chujean,,,,chuj1249,,chuj,maya1287/core1254/west2865/kanj1261,maya1287,Mayan,,,family,
kanj1262,Kanjobalan,,,,kanj1262,,kanj,maya1287/core1254/west2865/kanj1261,maya1287,Mayan,,,family,
tojo1241,Tojolabal,North America,16.2572,-91.7825,tojo1241,toj,toj,maya1287/core1254/west2865/kanj1261/chuj1249,maya1287,Mayan,tojo1241,Tojolabal,language,shifting
chuj1250,Chuj,North America,15.8399,-91.76,chuj1250,cac,cac,maya1287/core1254/west2865/kanj1261/chuj1249,maya1287,Mayan,chuj1250,Chuj,language,threatened
kanj1263,Kanjobal-Jacaltec,,,,kanj1263,,,maya1287/core1254/west2865/kanj1261/kanj1262,maya1287,Mayan,,,family,
moch1257,Mocho,North America,15.4538,-92.1734,moch1257,mhc,mhc,maya1287/core1254/west2865/kanj1261/kanj1262,maya1287,Mayan,moch1257,Mocho,language,nearly extinct
popt1235,Popti',North America,15.6609,-91.6633,popt1235,jac,jac,maya1287/core1254/west2865/kanj1261/kanj1262/kanj1263,maya1287,Mayan,popt1235,Popti',language,threatened
west2635,Akateko,North America,15.5932,-91.8421,west2635,knj,knj,maya1287/core1254/west2865/kanj1261/kanj1262/kanj1263,maya1287,Mayan,west2635,Akateko,language,shifting
qanj1241,Q'anjob'al,North America,15.6846,-91.3043,qanj1241,kjb,kjb,maya1287/core1254/west2865/kanj1261/kanj1262/kanj1263,maya1287,Mayan,qanj1241,Q'anjob'al,language,threatened
moto1243,Motozintleco,North America,,,moto1243,,mhc,maya1287/core1254/west2865/kanj1261/kanj1262/moch1257,maya1287,Mayan,moch1257,Mocho,dialect,
tuza1238,Tuzanteco,North America,,,tuza1238,,,maya1287/core1254/west2865/kanj1261/kanj1262/moch1257,maya1287,Mayan,moch1257,Mocho,dialect,
grea1276,Greater Quichean,,,,grea1276,,gqui,maya1287/core1254/quic1274,maya1287,Mayan,,,family,
grea1277,Greater Mamean,,,,grea1277,,,maya1287/core1254/quic1274,maya1287,Mayan,,,family,
core1251,Core Quichean,,,,core1251,,,maya1287/core1254/quic1274/grea1276,maya1287,Mayan,,,family,
poco1241,Poqom,,,,poco1241,,poco,maya1287/core1254/quic1274/grea1276,maya1287,Mayan,,,family,
kekc1242,Kekchí,North America,15.3788,-89.2452,kekc1242,kek,kek,maya1287/core1254/quic1274/grea1276,maya1287,Mayan,kekc1242,Kekchí,language,threatened
uspa1245,Uspanteco,North America,15.3648,-90.8893,uspa1245,usp,usp,maya1287/core1254/quic1274/grea1276,maya1287,Mayan,uspa1245,Uspanteco,language,shifting
sipa1247,Sipacapense,North America,15.23054,-91.7041,sipa1247,qum,qum,maya1287/core1254/quic1274/grea1276/core1251,maya1287,Mayan,sipa1247,Sipacapense,language,shifting
saca1238,Sacapulteco,North America,15.274,-91.109,saca1238,quv,quv,maya1287/core1254/quic1274/grea1276/core1251,maya1287,Mayan,saca1238,Sacapulteco,language,shifting
cakc1244,Cakchiquel-Tzutujil,,,,cakc1244,,,maya1287/core1254/quic1274/grea1276/core1251,maya1287,Mayan,,,family,
quic1275,Quiche-Achi,,,,quic1275,,,maya1287/core1254/quic1274/grea1276/core1251,maya1287,Mayan,,,family,
kaqc1270,Kaqchikel,North America,14.4662,-90.9881,kaqc1270,cak,cak,maya1287/core1254/quic1274/grea1276/core1251/cakc1244,maya1287,Mayan,kaqc1270,Kaqchikel,language,threatened
tzut1248,Tz'utujil,North America,14.6351,-91.2012,tzut1248,tzj,tzj,maya1287/core1254/quic1274/grea1276/core1251/cakc1244,maya1287,Mayan,tzut1248,Tz'utujil,language,threatened
kich1262,K'iche',North America,14.5278,-91.1696,kich1262,quc,quc,maya1287/core1254/quic1274/grea1276/core1251/quic1275,maya1287,Mayan,kich1262,K'iche',language,threatened
achi1256,Achi,North America,15.073,-90.3513,achi1256,acr,acr,maya1287/core1254/quic1274/grea1276/core1251/quic1275,maya1287,Mayan,achi1256,Achi,language,threatened
poqo1253,Poqomam,North America,14.73252,-89.73796,poqo1253,poc,poc,maya1287/core1254/quic1274/grea1276/poco1241,maya1287,Mayan,poqo1253,Poqomam,language,shifting
poqo1254,Poqomchi',North America,15.3586,-90.5813,poqo1254,poh,poh,maya1287/core1254/quic1274/grea1276/poco1241,maya1287,Mayan,poqo1254,Poqomchi',language,threatened
mame1240,Mamean,,,,mame1240,,mame,maya1287/core1254/quic1274/grea1277,maya1287,Mayan,,,family,
ixil1250,Ixilan,,,,ixil1250,,ixil,maya1287/core1254/quic1274/grea1277,maya1287,Mayan,,,family,
tekt1235,Tektiteko,North America,15.4599,-92.1136,tekt1235,ttc,ttc,maya1287/core1254/quic1274/grea1277/mame1240,maya1287,Mayan,tekt1235,Tektiteko,language,shifting
mamm1241,Mam,North America,14.8034,-91.7231,mamm1241,mam,mam,maya1287/core1254/quic1274/grea1277/mame1240,maya1287,Mayan,mamm1241,Mam,language,threatened
agua1252,Aguacateco,North America,15.3307,-91.3153,agua1252,agu,agu,maya1287/core1254/quic1274/grea1277/ixil1250,maya1287,Mayan,agua1252,Aguacateco,language,threatened
ixil1251,Ixil,North America,15.4569,-90.8935,ixil1251,ixl,ixl,maya1287/core1254/quic1274/grea1277/ixil1250,maya1287,Mayan,ixil1251,Ixil,language,threatened
bamb1262,Bambassi,Africa,9.82554,34.6522,bamb1262,myf,myf,maoo1243,maoo1243,Blue Nile Mao,bamb1262,Bambassi,language,shifting
west2445,West Mao,,,,west2445,,,maoo1243,maoo1243,Blue Nile Mao,,,family,
kere1282,Kere (Ethiopia),Africa,,,kere1282,,,maoo1243/bamb1262,maoo1243,Blue Nile Mao,bamb1262,Bambassi,dialect,
